Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	per_base_sequence_quality	Total Bases	Sequence length	File type	basic_statistics	per_sequence_gc_content	sequence_length_distribution	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
PD_122S_bmtagged_2	fail	0.0	pass	144.149376839	Sanger / Illumina 1.9	pass	649.7 Mbp	60-151	Conventional base calls	pass	pass	warn	4477816.0	pass	pass	pass	50.0	97.809560299	PD_122S_bmtagged_2.fastq	fail	pass
PD_123P_bmtagged_1	pass	0.0	pass	131.890625146	Sanger / Illumina 1.9	pass	680.8 Mbp	60-151	Conventional base calls	pass	pass	warn	5132112.0	pass	warn	pass	46.0	95.5415341508	PD_123P_bmtagged_1.fastq	fail	pass
PD_123P_bmtagged_2	fail	0.0	pass	145.226813444	Sanger / Illumina 1.9	pass	750.1 Mbp	60-151	Conventional base calls	pass	pass	warn	5132112.0	pass	warn	pass	47.0	95.5171604451	PD_123P_bmtagged_2.fastq	fail	pass
PD_126P_bmtagged_1	pass	0.0	pass	126.357403454	Sanger / Illumina 1.9	pass	664.6 Mbp	60-151	Conventional base calls	pass	fail	warn	5229485.0	pass	warn	pass	51.0	96.7017174835	PD_126P_bmtagged_1.fastq	fail	pass
PD_126P_bmtagged_2	fail	0.0	pass	144.714737684	Sanger / Illumina 1.9	pass	761.7 Mbp	60-151	Conventional base calls	pass	fail	warn	5229485.0	pass	warn	pass	51.0	96.6160385706	PD_126P_bmtagged_2.fastq	fail	pass
PD_127S_bmtagged_1	pass	0.0	pass	132.41607752	Sanger / Illumina 1.9	pass	714.9 Mbp	60-151	Conventional base calls	pass	pass	warn	5366947.0	pass	pass	pass	49.0	98.3779601029	PD_127S_bmtagged_1.fastq	fail	pass
PD_127S_bmtagged_2	fail	0.0	pass	144.982166956	Sanger / Illumina 1.9	pass	783.2 Mbp	60-151	Conventional base calls	pass	pass	warn	5366947.0	pass	pass	pass	49.0	98.3945199428	PD_127S_bmtagged_2.fastq	fail	pass
PD_128S_bmtagged_1	pass	0.0	pass	129.366553967	Sanger / Illumina 1.9	pass	630.3 Mbp	60-151	Conventional base calls	pass	pass	warn	4844138.0	pass	warn	pass	46.0	97.8845566534	PD_128S_bmtagged_1.fastq	fail	pass
PD_128S_bmtagged_2	fail	0.0	pass	145.207541569	Sanger / Illumina 1.9	pass	708 Mbp	60-151	Conventional base calls	pass	pass	warn	4844138.0	pass	warn	pass	47.0	97.9403641518	PD_128S_bmtagged_2.fastq	fail	pass
PD_129P_bmtagged_1	pass	0.0	pass	124.483001082	Sanger / Illumina 1.9	pass	363.4 Mbp	60-151	Conventional base calls	pass	fail	warn	2902420.0	pass	pass	pass	53.0	96.0667695872	PD_129P_bmtagged_1.fastq	fail	pass
PD_129P_bmtagged_2	fail	0.0	pass	142.487035646	Sanger / Illumina 1.9	pass	416.3 Mbp	60-151	Conventional base calls	pass	fail	warn	2902420.0	pass	pass	pass	53.0	96.0617341233	PD_129P_bmtagged_2.fastq	fail	pass
PD_12P_bmtagged_1	pass	0.0	pass	124.424063795	Sanger / Illumina 1.9	pass	378 Mbp	60-151	Conventional base calls	pass	pass	warn	3020654.0	pass	pass	pass	48.0	98.2770546689	PD_12P_bmtagged_1.fastq	fail	pass
PD_12P_bmtagged_2	fail	0.0	pass	143.763612118	Sanger / Illumina 1.9	pass	437.1 Mbp	60-151	Conventional base calls	pass	pass	warn	3020654.0	pass	pass	pass	49.0	98.2612297564	PD_12P_bmtagged_2.fastq	fail	pass
PD_130S_bmtagged_1	pass	0.0	pass	132.953139962	Sanger / Illumina 1.9	pass	492 Mbp	60-151	Conventional base calls	pass	pass	warn	3679105.0	pass	warn	pass	45.0	97.5542563505	PD_130S_bmtagged_1.fastq	fail	pass
PD_130S_bmtagged_2	fail	0.0	pass	145.388768192	Sanger / Illumina 1.9	pass	538.3 Mbp	60-151	Conventional base calls	pass	pass	warn	3679105.0	pass	warn	pass	46.0	97.6037863035	PD_130S_bmtagged_2.fastq	fail	pass
PD_131P_bmtagged_1	pass	0.0	pass	123.682599734	Sanger / Illumina 1.9	pass	494.9 Mbp	60-151	Conventional base calls	pass	pass	warn	3978623.0	pass	warn	pass	47.0	94.1019527054	PD_131P_bmtagged_1.fastq	fail	pass
PD_131P_bmtagged_2	fail	0.0	pass	143.094850656	Sanger / Illumina 1.9	pass	573 Mbp	60-151	Conventional base calls	pass	pass	warn	3978623.0	pass	warn	pass	47.0	94.161721812	PD_131P_bmtagged_2.fastq	fail	pass
PD_134S_bmtagged_1	pass	0.0	pass	129.226635122	Sanger / Illumina 1.9	pass	796.7 Mbp	60-151	Conventional base calls	pass	pass	warn	6129681.0	pass	warn	pass	46.0	97.0403007539	PD_134S_bmtagged_1.fastq	fail	pass
PD_134S_bmtagged_2	fail	0.0	pass	144.260661199	Sanger / Illumina 1.9	pass	890 Mbp	60-151	Conventional base calls	pass	pass	warn	6129681.0	pass	warn	pass	47.0	97.0320599346	PD_134S_bmtagged_2.fastq	fail	pass
PD_137P_bmtagged_1	pass	0.0	pass	132.904020219	Sanger / Illumina 1.9	pass	639 Mbp	60-151	Conventional base calls	pass	pass	warn	4779590.0	pass	pass	pass	45.0	98.2843164165	PD_137P_bmtagged_1.fastq	fail	pass
PD_137P_bmtagged_2	fail	0.0	pass	145.532015089	Sanger / Illumina 1.9	pass	700.1 Mbp	60-151	Conventional base calls	pass	pass	warn	4779590.0	pass	pass	pass	46.0	98.2470070889	PD_137P_bmtagged_2.fastq	fail	pass
PD_138S_bmtagged_1	pass	0.0	pass	125.254558	Sanger / Illumina 1.9	pass	405.1 Mbp	60-151	Conventional base calls	pass	pass	warn	3215939.0	pass	warn	pass	44.0	96.2973691683	PD_138S_bmtagged_1.fastq	fail	pass
PD_138S_bmtagged_2	fail	0.0	pass	140.926817953	Sanger / Illumina 1.9	pass	456.2 Mbp	60-151	Conventional base calls	pass	pass	warn	3215939.0	pass	warn	pass	45.0	96.2976756793	PD_138S_bmtagged_2.fastq	fail	pass
PD_13P_bmtagged_1	pass	0.0	pass	127.109341046	Sanger / Illumina 1.9	pass	514 Mbp	60-151	Conventional base calls	pass	warn	warn	4020567.0	pass	pass	pass	48.0	96.1332880872	PD_13P_bmtagged_1.fastq	fail	pass
PD_13P_bmtagged_2	fail	0.0	pass	142.278904443	Sanger / Illumina 1.9	pass	575.8 Mbp	60-151	Conventional base calls	pass	warn	warn	4020567.0	pass	pass	pass	48.0	96.127349043	PD_13P_bmtagged_2.fastq	fail	pass
PD_140S_bmtagged_1	pass	0.0	pass	132.160417611	Sanger / Illumina 1.9	pass	854.1 Mbp	60-151	Conventional base calls	pass	pass	warn	6424544.0	pass	warn	pass	47.0	97.4508862152	PD_140S_bmtagged_1.fastq	fail	pass
PD_140S_bmtagged_2	fail	0.0	pass	145.106918405	Sanger / Illumina 1.9	pass	938.3 Mbp	60-151	Conventional base calls	pass	pass	warn	6424544.0	pass	pass	pass	48.0	97.478024073	PD_140S_bmtagged_2.fastq	fail	pass
PD_141P_bmtagged_1	pass	0.0	pass	133.071009647	Sanger / Illumina 1.9	pass	805.6 Mbp	60-151	Conventional base calls	pass	warn	warn	6018478.0	pass	warn	pass	46.0	93.4534753058	PD_141P_bmtagged_1.fastq	fail	pass
PD_141P_bmtagged_2	fail	0.0	pass	144.974334707	Sanger / Illumina 1.9	pass	878.2 Mbp	60-151	Conventional base calls	pass	pass	warn	6018478.0	pass	warn	pass	46.0	93.4977866796	PD_141P_bmtagged_2.fastq	fail	pass
PD_142S_bmtagged_1	pass	0.0	pass	136.405874839	Sanger / Illumina 1.9	pass	571.5 Mbp	60-151	Conventional base calls	pass	pass	warn	4164540.0	pass	warn	pass	44.0	96.0215638197	PD_142S_bmtagged_1.fastq	fail	pass
PD_142S_bmtagged_2	fail	0.0	pass	146.399738266	Sanger / Illumina 1.9	pass	613.6 Mbp	60-151	Conventional base calls	pass	pass	warn	4164540.0	pass	warn	pass	45.0	95.8848033892	PD_142S_bmtagged_2.fastq	fail	pass
PD_145P_bmtagged_1	pass	0.0	pass	132.502215618	Sanger / Illumina 1.9	pass	801.1 Mbp	60-151	Conventional base calls	pass	pass	warn	6010287.0	pass	warn	pass	48.0	98.0811416039	PD_145P_bmtagged_1.fastq	fail	pass
PD_145P_bmtagged_2	fail	0.0	pass	145.771059851	Sanger / Illumina 1.9	pass	881.8 Mbp	60-151	Conventional base calls	pass	pass	warn	6010287.0	pass	warn	pass	48.0	98.0413019147	PD_145P_bmtagged_2.fastq	fail	pass
PD_146S_bmtagged_1	pass	0.0	pass	131.322648259	Sanger / Illumina 1.9	pass	529.9 Mbp	60-151	Conventional base calls	pass	warn	warn	4011390.0	pass	pass	pass	47.0	98.0599621421	PD_146S_bmtagged_1.fastq	fail	pass
PD_146S_bmtagged_2	fail	0.0	pass	144.22476199	Sanger / Illumina 1.9	pass	582.3 Mbp	60-151	Conventional base calls	pass	warn	warn	4011390.0	pass	pass	pass	48.0	98.0772143687	PD_146S_bmtagged_2.fastq	fail	pass
PD_147_bmtagged_1	pass	0.0	pass	135.421497368	Sanger / Illumina 1.9	pass	635.3 Mbp	60-151	Conventional base calls	pass	pass	warn	4663557.0	pass	warn	pass	46.0	97.9229195954	PD_147_bmtagged_1.fastq	fail	pass
PD_147_bmtagged_2	fail	0.0	pass	146.404056389	Sanger / Illumina 1.9	pass	687.1 Mbp	60-151	Conventional base calls	pass	pass	warn	4663557.0	pass	pass	pass	47.0	97.9980518588	PD_147_bmtagged_2.fastq	fail	pass
PD_148P_bmtagged_1	pass	0.0	pass	131.699210855	Sanger / Illumina 1.9	pass	745.2 Mbp	60-151	Conventional base calls	pass	warn	warn	5624824.0	pass	warn	pass	47.0	97.1725948278	PD_148P_bmtagged_1.fastq	fail	pass
PD_148P_bmtagged_2	fail	0.0	pass	144.836113272	Sanger / Illumina 1.9	pass	820 Mbp	60-151	Conventional base calls	pass	warn	warn	5624824.0	pass	warn	pass	48.0	97.3086217975	PD_148P_bmtagged_2.fastq	fail	pass
PD_149S_bmtagged_1	pass	0.0	pass	132.862260116	Sanger / Illumina 1.9	pass	524.2 Mbp	60-151	Conventional base calls	pass	warn	warn	3921798.0	pass	warn	pass	49.0	98.3745588861	PD_149S_bmtagged_1.fastq	fail	pass
PD_149S_bmtagged_2	fail	0.0	pass	144.440489286	Sanger / Illumina 1.9	pass	570.2 Mbp	60-151	Conventional base calls	pass	pass	warn	3921798.0	pass	pass	pass	50.0	98.4092318378	PD_149S_bmtagged_2.fastq	fail	pass
PD_14P_bmtagged_1	pass	0.0	pass	123.855354148	Sanger / Illumina 1.9	pass	388.2 Mbp	60-151	Conventional base calls	pass	warn	warn	3116453.0	pass	pass	pass	47.0	98.281606629	PD_14P_bmtagged_1.fastq	fail	pass
PD_14P_bmtagged_2	fail	0.0	pass	143.262713091	Sanger / Illumina 1.9	pass	449.4 Mbp	60-151	Conventional base calls	pass	warn	warn	3116453.0	pass	warn	pass	48.0	98.271988493	PD_14P_bmtagged_2.fastq	fail	pass
PD_150P_bmtagged_1	pass	0.0	pass	129.045672208	Sanger / Illumina 1.9	pass	549.5 Mbp	60-151	Conventional base calls	pass	warn	warn	4233822.0	pass	warn	pass	45.0	97.0768398061	PD_150P_bmtagged_1.fastq	fail	pass
PD_150P_bmtagged_2	fail	0.0	pass	145.02818777	Sanger / Illumina 1.9	pass	618 Mbp	60-151	Conventional base calls	pass	pass	warn	4233822.0	pass	warn	pass	46.0	97.0566198842	PD_150P_bmtagged_2.fastq	fail	pass
PD_151S_bmtagged_1	pass	0.0	pass	127.956514618	Sanger / Illumina 1.9	pass	502.9 Mbp	60-151	Conventional base calls	pass	warn	warn	3907612.0	pass	warn	pass	46.0	97.9942311009	PD_151S_bmtagged_1.fastq	fail	pass
PD_151S_bmtagged_2	fail	0.0	pass	144.070045849	Sanger / Illumina 1.9	pass	566.6 Mbp	60-151	Conventional base calls	pass	warn	warn	3907612.0	pass	pass	pass	47.0	97.9971217278	PD_151S_bmtagged_2.fastq	fail	pass
PD_152P_bmtagged_1	pass	0.0	pass	133.8131407	Sanger / Illumina 1.9	pass	515.5 Mbp	60-151	Conventional base calls	pass	warn	warn	3829598.0	pass	warn	pass	49.0	98.2418386871	PD_152P_bmtagged_1.fastq	fail	pass
PD_152P_bmtagged_2	fail	0.0	pass	146.044827682	Sanger / Illumina 1.9	pass	562.9 Mbp	60-151	Conventional base calls	pass	warn	warn	3829598.0	pass	warn	pass	49.0	98.2536943031	PD_152P_bmtagged_2.fastq	fail	pass
PD_153S_bmtagged_1	pass	0.0	pass	126.489067064	Sanger / Illumina 1.9	pass	700.5 Mbp	60-151	Conventional base calls	pass	pass	warn	5505932.0	pass	warn	pass	50.0	97.2818622598	PD_153S_bmtagged_1.fastq	fail	pass
PD_153S_bmtagged_2	fail	0.0	pass	143.105061959	Sanger / Illumina 1.9	pass	793.1 Mbp	60-151	Conventional base calls	pass	pass	warn	5505932.0	pass	pass	pass	51.0	97.2413661114	PD_153S_bmtagged_2.fastq	fail	pass
PD_156P_bmtagged_1	pass	0.0	pass	127.127752784	Sanger / Illumina 1.9	pass	461.9 Mbp	60-151	Conventional base calls	pass	pass	warn	3612524.0	pass	pass	pass	44.0	95.0548804142	PD_156P_bmtagged_1.fastq	fail	pass
PD_156P_bmtagged_2	fail	0.0	pass	145.132140299	Sanger / Illumina 1.9	pass	527.6 Mbp	60-151	Conventional base calls	pass	pass	warn	3612524.0	pass	pass	pass	45.0	95.0512008256	PD_156P_bmtagged_2.fastq	fail	pass
PD_157S_bmtagged_1	pass	0.0	pass	125.897299611	Sanger / Illumina 1.9	pass	612.2 Mbp	60-151	Conventional base calls	pass	pass	warn	4835230.0	pass	pass	pass	47.0	96.7592131542	PD_157S_bmtagged_1.fastq	fail	pass
PD_157S_bmtagged_2	fail	0.0	pass	144.425774989	Sanger / Illumina 1.9	pass	702.9 Mbp	60-151	Conventional base calls	pass	pass	warn	4835230.0	pass	pass	pass	47.0	96.6892938806	PD_157S_bmtagged_2.fastq	fail	pass
PD_158P_bmtagged_1	pass	0.0	pass	132.247463692	Sanger / Illumina 1.9	pass	719.5 Mbp	60-151	Conventional base calls	pass	warn	warn	5408551.0	pass	warn	pass	45.0	97.2006111232	PD_158P_bmtagged_1.fastq	fail	pass
PD_158P_bmtagged_2	fail	0.0	pass	145.48014875	Sanger / Illumina 1.9	pass	791.9 Mbp	60-151	Conventional base calls	pass	pass	warn	5408551.0	pass	warn	pass	46.0	97.1494331097	PD_158P_bmtagged_2.fastq	fail	pass
PD_159S_bmtagged_1	pass	0.0	pass	131.276093103	Sanger / Illumina 1.9	pass	716.1 Mbp	60-151	Conventional base calls	pass	pass	warn	5423004.0	pass	warn	pass	46.0	96.964423823	PD_159S_bmtagged_1.fastq	fail	pass
PD_159S_bmtagged_2	fail	0.0	pass	144.82487234	Sanger / Illumina 1.9	pass	790.5 Mbp	60-151	Conventional base calls	pass	pass	warn	5423004.0	pass	warn	pass	46.0	96.8958726316	PD_159S_bmtagged_2.fastq	fail	pass
PD_15P_bmtagged_1	pass	0.0	pass	124.71362993	Sanger / Illumina 1.9	pass	423.8 Mbp	60-151	Conventional base calls	pass	pass	warn	3378726.0	pass	pass	pass	47.0	98.3589944235	PD_15P_bmtagged_1.fastq	fail	pass
PD_15P_bmtagged_2	fail	0.0	pass	142.970427315	Sanger / Illumina 1.9	pass	486.2 Mbp	60-151	Conventional base calls	pass	pass	warn	3378726.0	pass	pass	pass	48.0	98.3735042269	PD_15P_bmtagged_2.fastq	fail	pass
PD_160P_bmtagged_1	pass	0.0	pass	128.221355108	Sanger / Illumina 1.9	pass	682 Mbp	60-151	Conventional base calls	pass	warn	warn	5288037.0	pass	pass	pass	49.0	96.7272280294	PD_160P_bmtagged_1.fastq	fail	pass
PD_160P_bmtagged_2	fail	0.0	pass	143.767428632	Sanger / Illumina 1.9	pass	765.2 Mbp	60-151	Conventional base calls	pass	pass	warn	5288037.0	pass	warn	pass	50.0	96.7807070277	PD_160P_bmtagged_2.fastq	fail	pass
PD_161S_bmtagged_1	pass	0.0	pass	135.097094306	Sanger / Illumina 1.9	pass	8.1 Mbp	60-151	Conventional base calls	pass	warn	warn	60261.0	pass	warn	pass	46.0	98.0899752742	PD_161S_bmtagged_1.fastq	fail	pass
PD_161S_bmtagged_2	fail	0.0	pass	144.435107283	Sanger / Illumina 1.9	pass	8.7 Mbp	61-151	Conventional base calls	pass	warn	warn	60261.0	pass	warn	pass	46.0	98.2144338793	PD_161S_bmtagged_2.fastq	fail	pass
PD_162P_bmtagged_1	pass	0.0	pass	132.897125731	Sanger / Illumina 1.9	pass	604.1 Mbp	60-151	Conventional base calls	pass	pass	warn	4518992.0	pass	warn	pass	47.0	98.4670161122	PD_162P_bmtagged_1.fastq	fail	pass
