clade_name	PD_9P	PD_8P	PD_84P	PD_83P	PD_82P	PD_81P	PD_7P	PD_79S	PD_78P	PD_77P	PD_76P	PD_75P	PD_74P	PD_73P	PD_70P	PD_6P	PD_66P	PD_65P	PD_64P	PD_63P	PD_60P	PD_5P	PD_59P	PD_58P	PD_57P	PD_56P	PD_55P	PD_54P	PD_53P	PD_52P	PD_51P	PD_50P	PD_4P	PD_48P	PD_47P	PD_46P	PD_45P	PD_44P	PD_43P	PD_42P	PD_41P	PD_40P	PD_3P	PD_39P	PD_38P	PD_36P	PD_35P	PD_34P	PD_33P	PD_32P	PD_31P	PD_30P	PD_2P	PD_29P	PD_28P	PD_27P	PD_26P	PD_25P	PD_232S	PD_231P	PD_230S	PD_229P	PD_228S	PD_227P	PD_226S	PD_225P	PD_224S	PD_223P	PD_222S	PD_221P	PD_218S	PD_217P	PD_216S	PD_215S	PD_214S	PD_213S	PD_212S	PD_211P	PD_210S	PD_209P	PD_208S	PD_207P	PD_206S	PD_205P	PD_204	PD_203	PD_200S	PD_1P	PD_199P	PD_198	PD_197	PD_196	PD_195	PD_194S	PD_193P	PD_192S	PD_191P	PD_190S	PD_189P	PD_188S	PD_184S	PD_183P	PD_182S	PD_181P	PD_180S	PD_179P	PD_178S	PD_177P	PD_176S	PD_175P	PD_174S	PD_173P	PD_172S	PD_171P	PD_170S	PD_16P	PD_169P	PD_167P	PD_166	PD_165S	PD_164P	PD_163S	PD_162P	PD_161S	PD_160P	PD_15P	PD_159S	PD_158P	PD_157S	PD_156P	PD_153S	PD_152P	PD_151S	PD_150P	PD_14P	PD_149S	PD_148P	PD_147	PD_146S	PD_145P	PD_142S	PD_141P	PD_140S	PD_13P	PD_138S	PD_137P	PD_134S	PD_131P	PD_130S	PD_12P	PD_129P	PD_128S	PD_127S	PD_126P	PD_123P	PD_122S	PD_121S	PD_120S	PD_11P	PD_119P	PD_118	PD_117	PD_116P	PD_115S	PD_114P	PD_113P	PD_112S	PD_111P	PD_110S	PD_10P	PD_109S	PD_108S	PD_107P	PD_105P	PD_104P	PD_100P
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_SGB17154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003148566	0	0	0.001150791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001375773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_SGB17157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000858679	0	0	0	0	0	0.001164849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_SGB17168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001757148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000928778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001300022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000946692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000837322	0	0	0	0	0	0	0	0	0	0	0.001183253	0	0	0	0	0.001495048	0	0	0	0	0	0	0	0	0	0	0	0	0.001061238	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_odontolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001703226	0	0	0	0	0	0	0	0	0	0.001658115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001248156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001776394	0	0	0	0	0	0	0	0	0	0	0	0.001621274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001095988	0	0	0	0	0	0	0	0	0	0.000785471	0	0.000923136	0	0	0	0	0	0.00145383	0	0	0	0	0	0	0	0	0	0	0.000971346	0	0	0.00103543	0	0	0	0	0	0	0	0	0	0	0	0	0.000888271	0	0	0	0.000777551	0	0.00112745	0	0	0	0	0	0	0	0.001268773
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_timonense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001510475	0	0	0.001368715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001103478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens	0.000911886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00262006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000812238	0	0	0	0	0	0	0	0	0	0	0.000697878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000932585	0	0	0.000484571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	0	0	0.005873888	0	0.010683888	0	0	0	0	0	0.039470792	0.008407903	0	0	0	0.00668093	0.007895092	0	0.011161463	0	0.003858631	0.013115951	0	0.007818817	0.019083167	0.00574363	0.06811346	0.024918781	0	0.004688851	0	0	0	0	0.016870027	0.021358076	0	0.026399982	0	0.035954462	0.001429945	0	0	0.026512048	0	0	0	0	0.002734518	0.015028015	0.088094315	0	0	0.005656391	0	0.004954728	0	0	0	0	0	0.048211966	0	0	0.00654866	0.005671296	0.034437076	0	0	0.006815466	0	0	0	0	0.001242999	0	0	0	0.003680935	0.005947673	0.006889692	0.079523295	0	0	0	0.008914508	0.003136737	0.016793322	0	0	0.016795875	0	0.010050653	0.034255923	0.015625766	0	0	0	0	0	0.001691214	0	0	0.004632512	0	0	0.009555631	0	0.006827634	0.013957314	0	0	0.003760657	0.001029679	0.002926984	0	0.011350396	0	0	0	0.026068822	0	0	0	0.080475497	0.001260956	0	0	0.014787057	0.011267509	0	0	0	0	0.003755786	0	0	0	0	0.014232207	0	0	0.02482656	0	0	0	0	0	0	0	0	0.00535639	0	0	0	0.001640566	0	0.015571581	0.022165431	0.005929447	0	0	0	0	0	0.104333998	0	0	0	0.002858812	0	0	0	0.16924514	0.002572553	0.10028003
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	0.017166715	0	0.002646186	0	0	0	0	0	0	0	0	0	0.111430192	0	0.004862625	0	0	0	0	0	0	0	0.001366376	0	0	0.016319025	0	0	0	0	0	0	0	0.009100636	0	0	0	0	0	0	0	0.020173284	0.002422475	0	0	0	0	0.001020022	0	0	0	0	0.013353876	0.024500719	0	0	0	0.008726862	0	0	0	0	0.004216362	0.001294092	0	0.00087418	0	0	0	0	0	0	0	0.003296729	0	0	0	0	0.001718267	0.007034874	0	0	0	0	0.001970441	0.007163634	0	0	0	0	0	0	0.006926825	0	0	0	0	0	0	0	0	0.004540547	0	0	0	0	0	0.008487972	0	0	0	0	0.019583905	0.000910302	0	0.003052226	0	0	0	0	0.003493557	0	0	0	0.000582161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124765	0.000851384	0.005764435	0	0	0	0	0	0	0	0	0	0	0.001164431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004056285	0	0	0	0	0.018569882	0	0	0	0	0	0	0	0	0	0.028415257	0	0.026250489	0.001827522	0	0.024398775	0	0	0	0	0	0	0	0	0	0	0	0	0.016286779	0	0.004072314	0	0	0	0	0	0.021742022	0	0.006987242	0	0.002383803	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003469198	0	0	0	0	0	0	0	0.011529342	0	0	0.008204021	0	0.006004977	0	0	0	0	0	0	0	0	0.004446212	0	0	0	0	0	0.002136279	0	0	0	0.000939848	0	0	0	0	0	0	0	0.003671646	0.026537653	0.001651283	0	0	0.01833598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010739602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034552453	0.012672068	0.001296582	0.001311362	0	0	0	0	0	0	0	0	0.001563199	0	0.000809039	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001243963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001631702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000972884	0	0	0	0	0	0	0	0	0	0	0.009369489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006507877	0	0	0.004403885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018330098	0	0	0	0	0	0	0	0	0	0	0	0.002282607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00765411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003073927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002314418	0	0	0	0	0.002406788	0	0	0	0.001553406	0	0	0.005768578	0	0	0	0	0	0	0	0.001679206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002736155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003617398	0.001354459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009590155	0	0	0	0	0.001074639	0	0	0	0	0	0.001217018	0.006902693	0	0	0.001572564	0	0	0	0	0	0	0	0	0	0	0	0.002310134	0.002907277	0	0	0	0	0	0	0	0	0	0.00123685	0.001806942	0.001148059	0	0	0	0.002044218	0	0	0.000920115	0	0	0.001942446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024035606	0	0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.085253419	0	0.001570229	0	0.004042169	0	0.010623463	0.002533188	0	0.006554958	0.04051944	0	0.002111239	0	0.001905818	0	0.003246916	0	0	0.015527966	0.014318141	0	0	0.001245298	0.002555058	0.002847479	0.016236702	0.008239866	0.002067929	0.004708137	0.002740852	0	0	0	0.015358025	0.045273132	0	0.027502656	0.004369749	0.0707014	0.001179343	0	0.002531595	0.017617254	0	0	0.009511317	0.004137434	0.003671041	0.006057778	0.086137964	0	0	0.023743429	0	0.001584524	0	0	0.003610919	0.030181907	0.03397279	0.001793399	0	0.017812014	0.001125878	0.00222655	0	0	0	0.008708651	0	0	0	0.000730691	0	0.000968106	0	0	0.000890799	0	0.002733439	0.00090489	0.000784444	0.003077826	0.001546602	0.009468905	0	0.026424376	0	0.001581611	0.010323284	0	0.002814927	0.026061213	0.031126357	0	0	0.010169835	0.001515135	0	0.002297135	0.003564326	0	0.00984151	0	0.000746393	0.006505984	0.003011308	0	0	0	0.003785018	0	0	0	0	0	0.012397472	0.007659512	0	0.007038053	0	0	0	0.032254274	0.003817464	0.01321348	0.000822403	0.002064459	0.004035504	0	0	0	0	0.013603226	0	0	0.00115292	0	0.006326645	0.011720429	0	0.021380071	0.010132095	0	0	0.001085023	0	0	0	0.196451311	0	0	0.002669147	0.004932263	0.009090474	0	0.002735919	0.001066833	0.001476422	0.001499089	0.001013443	0	0	0	0.103497293	0	0.001713163	0.002257948	0.00432532	0.000761653	0	0	0.20498518	0.008986499	0.019981981
