feature	metadata	value	coef	abs coef	stderr	N	N.not.0	pval	qval	p-val rank	q-val adjusted for block	Log q val
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes_A.s__Alistipes_A.ihumii	BMI	BMI	-0.106641086	0.106641086	0.08499945	146	51	0.211772532	0.669360918	1	0.868151148	0.061404656
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Pseudoruminococcus.s__Pseudoruminococcus.massiliensis	BMI	BMI	-0.106592015	0.106592015	0.121655498	146	23	0.382477579	0.789371308	2	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcus_C.s__Ruminococcus_C.sp000980705	BMI	BMI	0.106254657	0.106254657	0.07905709	146	15	0.181178327	0.63033204	3	0.868151148	0.061404656
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__UBA11524.s__UBA11524.sp000437595	BMI	BMI	-0.106216041	0.106216041	0.178570728	146	56	0.552957371	0.862590435	4	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__TANB77.f__CAG.508.g__CAG.273.s__CAG.273.sp003534295	Age	Age	0.106195462	0.106195462	0.098861869	146	19	0.284644074	0.742761492	1	0.649916306	0.187142567
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__CAG.238.s__CAG.238.sp900542245	BMI	BMI	0.106056885	0.106056885	0.050600013	146	19	0.037936504	0.367160983	1	0.734321966	0.13411348
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__QAMH01.g__QAMH01.s__QAMH01.sp900544245	BMI	BMI	-0.105785625	0.105785625	0.09190969	146	33	0.251762683	0.714780817	2	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Choladousia.s__Choladousia.sp902363135	BMI	BMI	0.105690338	0.105690338	0.093904244	146	100	0.262354516	0.728805493	3	0.890037633	0.05059163
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinifilaceae.g__Butyricimonas.s__Butyricimonas.sp019423345	Age	Age	0.105662419	0.105662419	0.0603095	146	23	0.082027272	0.510905214	1	0.473481872	0.324696644
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.schinkii_B	Age	Age	-0.105380335	0.105380335	0.081659966	146	19	0.199074635	0.6554848	2	0.579479839	0.23696167
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Mediterraneibacter_A.s__Mediterraneibacter_A.butyricigenes	Sex_Male1_Female2	Female	-0.105371126	0.105371126	0.12327913	146	29	0.394200424	0.795946936	1	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Alitiscatomonas.s__Alitiscatomonas.aceti	Group	PD	0.105293069	0.105293069	0.226056434	146	82	0.642116472	0.907248335	1	0.825263095	0.083407576
d__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus.sp001556435	BMI	BMI	-0.105261021	0.105261021	0.140389394	146	113	0.454682868	0.828256066	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Vescimonas.s__Vescimonas.coprocola	Group	PD	-0.10512927	0.10512927	0.217685061	146	53	0.629913391	0.903073232	1	0.812371063	0.090245555
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__UBA738.s__UBA738.sp003522945	Group	PD	0.105094494	0.105094494	0.189907138	146	41	0.580898577	0.874852276	2	0.782869075	0.106310862
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospira.s__Lachnospira.sp000437735	Age	Age	-0.10485322	0.10485322	0.082653917	146	39	0.206757502	0.669360918	1	0.579948349	0.236610684
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eubacterium_I.s__Eubacterium_I.ramulus	Sex_Male1_Female2	Female	-0.104409562	0.104409562	0.210516978	146	77	0.620717963	0.898112707	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eubacterium_G.s__Eubacterium_G.segne	Group	PD	-0.104353296	0.104353296	0.119579352	146	27	0.384381189	0.789371308	1	0.668644487	0.174804732
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__Lentihominibacter.s__Lentihominibacter.faecis	BMI	BMI	0.104226669	0.104226669	0.084371097	146	71	0.218835179	0.679331559	1	0.868151148	0.061404656
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__CAG.170.s__CAG.170.sp900553545	Sex_Male1_Female2	Female	-0.103969677	0.103969677	0.103247193	146	17	0.315724211	0.759362411	1	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__CAG.103.s__CAG.103.sp900317855	Group	PD	-0.103728016	0.103728016	0.363596585	146	36	0.775861151	0.951566471	1	0.919563912	0.036418081
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Dorea_D.s__Dorea_D.hominis	Group	PD	0.103338357	0.103338357	0.161709522	146	44	0.523873728	0.854542086	2	0.752137547	0.123702731
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Acetatifactor.s__Acetatifactor.intestinalis	BMI	BMI	-0.103140577	0.103140577	0.129777147	146	50	0.428142828	0.817970668	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Frisingicoccus.s__Frisingicoccus.sp900757195	BMI	BMI	-0.103075276	0.103075276	0.072802556	146	17	0.15911445	0.618386321	2	0.868151148	0.061404656
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__CAJFUR01.s__CAJFUR01.sp904420575	Age	Age	0.102804832	0.102804832	0.071003625	146	31	0.149951592	0.613982188	1	0.546582053	0.262344632
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.luti	Group	PD	-0.102748806	0.102748806	0.17202797	146	37	0.551313814	0.862590435	1	0.76085375	0.118698814
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Lawsonibacter.s__Lawsonibacter.aceti	Sex_Male1_Female2	Female	-0.102383862	0.102383862	0.084619965	146	15	0.228406285	0.691691908	1	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eisenbergiella.s__Eisenbergiella.tayi	Group	PD	0.102262988	0.102262988	0.191113166	146	38	0.59346058	0.878157298	1	0.792693775	0.100894552
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Coprobacteraceae.g__Coprobacter.s__Coprobacter.fastidiosus	Group	PD	-0.102150864	0.102150864	0.140014233	146	19	0.466904793	0.832111062	2	0.721580134	0.141715432
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Gemmiger.s__Gemmiger.sp900540775	Sex_Male1_Female2	Female	0.101134619	0.101134619	0.262877367	146	33	0.701044594	0.928108595	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Scatomorpha.s__Scatomorpha.sp900545405	Age	Age	0.100981892	0.100981892	0.108044062	146	27	0.351632338	0.778422935	1	0.692394217	0.159646568
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia.s__Roseburia.hominis	Age	Age	0.100773404	0.100773404	0.115905251	146	102	0.386134882	0.789371308	2	0.70468894	0.152002545
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium.sp000435835	Age	Age	-0.100723377	0.100723377	0.057355878	146	21	0.081320248	0.510905214	3	0.473481872	0.324696644
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Anaeromassilibacillus.s__Anaeromassilibacillus.stercoravium	Age	Age	0.100611478	0.100611478	0.069342131	146	26	0.149098382	0.613982188	4	0.546582053	0.262344632
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Faecivicinus.s__Faecivicinus.avistercoris	Group	PD	0.100592894	0.100592894	0.164577269	146	28	0.542074316	0.860522725	1	0.757784046	0.120454542
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Eggerthella.s__Eggerthella.lenta	BMI	BMI	-0.100347146	0.100347146	0.112585271	146	64	0.374342904	0.785345911	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Dysosmobacter.s__Dysosmobacter.welbionis	Age	Age	0.100267285	0.100267285	0.097083851	146	99	0.303535013	0.753896169	1	0.658149243	0.181675614
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.cellulosilyticus	Age	Age	0.100205657	0.100205657	0.158234077	146	70	0.527617681	0.8550202	2	0.814344179	0.089192004
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Vescimonas.s__Vescimonas.cirricatena	Age	Age	0.100000554	0.100000554	0.118342581	146	38	0.39958989	0.795946936	3	0.721964343	0.141484251
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__Lentihominibacter.s__Lentihominibacter.excrementipullorum	Sex_Male1_Female2	Female	0.099888665	0.099888665	0.1364662	146	30	0.465448586	0.832111062	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Enterenecus.s__Enterenecus.sp900549885	Age	Age	0.099721357	0.099721357	0.06437896	146	34	0.123711821	0.565249191	1	0.517727179	0.285899036
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Egerieenecus.s__Egerieenecus.merdigallinarum	Age	Age	0.099593291	0.099593291	0.092782529	146	37	0.284990038	0.742761492	2	0.649916306	0.187142567
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Intestinimonas.s__Intestinimonas.massiliensis	BMI	BMI	-0.099517036	0.099517036	0.06377086	146	30	0.120956128	0.563708308	1	0.868151148	0.061404656
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__Emergencia.s__Emergencia.timonensis	Age	Age	0.09904332	0.09904332	0.038752945	146	15	0.011694615	0.204098272	1	0.198808452	0.701565156
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__Agathobaculum.s__Agathobaculum.butyriciproducens	Sex_Male1_Female2	Female	-0.099034095	0.099034095	0.224522751	146	107	0.659850332	0.912791667	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.fusiformis	Sex_Male1_Female2	Female	0.099007047	0.099007047	0.343163433	146	122	0.773393489	0.951477516	2	0.948357917	0.023027726
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Limiplasma.s__Limiplasma.merdipullorum	Sex_Male1_Female2	Female	-0.098860383	0.098860383	0.242808096	146	51	0.684534707	0.924245416	3	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__Alangreenwoodia.s__Alangreenwoodia.sp905206455	BMI	BMI	-0.098843276	0.098843276	0.08400764	146	51	0.241411014	0.705372807	1	0.868151148	0.061404656
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Anaerotardibacter.s__Anaerotardibacter.sp000435675	BMI	BMI	-0.098711137	0.098711137	0.134905868	146	52	0.465608322	0.832111062	2	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Angelakisella.s__Angelakisella.sp900547385	Age	Age	0.098528258	0.098528258	0.080883245	146	40	0.225274485	0.686376028	1	0.597536578	0.223635504
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__UMGS124.g__JAHZGC01.s__JAHZGC01.sp019421015	Sex_Male1_Female2	Female	0.09827337	0.09827337	0.114274245	146	22	0.391314432	0.795080451	1	0.91661738	0.037811912
d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio.s__Desulfovibrio.sp018379785	Sex_Male1_Female2	Female	-0.098203974	0.098203974	0.122904905	146	23	0.4256697	0.817970668	2	0.930996888	0.031051771
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__CAG.103.s__CAG.103.sp000432375	BMI	BMI	0.097937631	0.097937631	0.173406211	146	44	0.573148827	0.872786714	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Avimicrobium.s__Avimicrobium.caecorum	BMI	BMI	-0.097869846	0.097869846	0.057128692	146	26	0.088964176	0.510905214	2	0.868151148	0.061404656
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eisenbergiella.s__Eisenbergiella.tayi	Age	Age	0.097646997	0.097646997	0.087888634	146	38	0.268515364	0.730545752	1	0.64336044	0.191545647
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Dorea.s__Dorea.formicigenerans	Sex_Male1_Female2	Female	-0.097502374	0.097502374	0.205246217	146	113	0.635512803	0.904062938	1	0.939697107	0.02701211
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinifilaceae.g__Odoribacter.s__Odoribacter.splanchnicus	BMI	BMI	-0.097200811	0.097200811	0.102772036	146	94	0.345932823	0.778218803	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcus_C.s__Ruminococcus_C.callidus	Age	Age	0.097036522	0.097036522	0.103233051	146	20	0.348896724	0.778422935	1	0.692394217	0.159646568
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Dysosmobacter.s__Dysosmobacter.faecalis	BMI	BMI	-0.096900121	0.096900121	0.070407652	146	30	0.17099912	0.622420156	1	0.868151148	0.061404656
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Onthomonas.s__Onthomonas.sp003150485	Age	Age	0.096590378	0.096590378	0.087537377	146	32	0.271793983	0.731301795	1	0.64336044	0.191545647
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Tidjanibacter.s__Tidjanibacter.inops	Age	Age	-0.096564329	0.096564329	0.093446228	146	24	0.303265859	0.753896169	2	0.658149243	0.181675614
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.uniformis	Sex_Male1_Female2	Female	-0.096501349	0.096501349	0.288586144	146	137	0.738597721	0.944435075	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Hominicoprocola.s__Hominicoprocola.sp003522105	Group	PD	-0.096373595	0.096373595	0.145860413	146	16	0.50990645	0.847577832	1	0.752137547	0.123702731
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Scatomorpha.s__Scatomorpha.intestinigallinarum	BMI	BMI	-0.096115136	0.096115136	0.086990654	146	23	0.271157979	0.73090511	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus.sp902463925	Sex_Male1_Female2	Female	0.095796373	0.095796373	0.218669592	146	23	0.662018021	0.912791667	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Otoolea.s__Otoolea.symbiosa	Sex_Male1_Female2	Female	0.095722306	0.095722306	0.103110547	146	15	0.354872615	0.779469944	2	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Porcipelethomonas.s__Porcipelethomonas.ammoniilytica	Age	Age	0.095711702	0.095711702	0.102282115	146	26	0.351054445	0.778422935	1	0.692394217	0.159646568
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.sp900548245	BMI	BMI	0.095646033	0.095646033	0.110880434	146	47	0.389873147	0.794565632	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium.prausnitzii_E	Sex_Male1_Female2	Female	-0.095381441	0.095381441	0.287124451	146	24	0.740253106	0.944435075	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__Lentihominibacter.s__Lentihominibacter.excrementipullorum	BMI	BMI	0.095205015	0.095205015	0.066528203	146	30	0.154710453	0.614880442	1	0.868151148	0.061404656
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Enterocloster.s__Enterocloster.sp900541315	Age	Age	-0.095164394	0.095164394	0.076296633	146	35	0.214433032	0.669360918	1	0.581144593	0.235715799
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Limivivens.s__Limivivens.faecihominis	Age	Age	-0.094734049	0.094734049	0.082433358	146	75	0.252482421	0.714780817	2	0.633747821	0.198083521
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Merdibacter.s__Merdibacter.merdipullorum	Group	PD	0.094651999	0.094651999	0.128484842	146	18	0.462586874	0.832111062	1	0.721580134	0.141715432
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eubacterium_G.s__Eubacterium_G.segne	Sex_Male1_Female2	Female	-0.094523931	0.094523931	0.113670357	146	27	0.407113963	0.799268358	1	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.intestinalis	BMI	BMI	0.094456516	0.094456516	0.126277407	146	80	0.455746825	0.828256066	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Vescimonas.s__Vescimonas.sp900552475	Sex_Male1_Female2	Female	0.094383252	0.094383252	0.108018737	146	18	0.383785201	0.789371308	1	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Faecousia.s__Faecousia.sp000434635	Sex_Male1_Female2	Female	0.094328677	0.094328677	0.258320107	146	51	0.715557774	0.935729397	2	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__Lentihominibacter.s__Lentihominibacter.excrementipullorum	Age	Age	0.094065045	0.094065045	0.0660201	146	30	0.156507503	0.618106615	1	0.546582053	0.262344632
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemanella.s__Holdemanella.porci	BMI	BMI	0.093706264	0.093706264	0.085935485	146	17	0.277453858	0.735776381	1	0.890037633	0.05059163
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.stercoris	Group	PD	0.093415434	0.093415434	0.340619396	146	49	0.78430736	0.952419978	1	0.923213499	0.034697854
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Alitiscatomonas.s__Alitiscatomonas.aceti	Age	Age	-0.093115586	0.093115586	0.103958255	146	82	0.371994717	0.785345911	1	0.701515233	0.153962894
d__Bacteria.p__Bacillota_A.c__Clostridia.o__TANB77.f__CAG.508.g__Merdicola.s__Merdicola.sp018371855	BMI	BMI	0.093076739	0.093076739	0.101541816	146	17	0.360956736	0.780024156	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__CAG.170.s__CAG.170.sp003516765	BMI	BMI	-0.092814298	0.092814298	0.067526486	146	32	0.171551076	0.622913616	2	0.868151148	0.061404656
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Peptostreptococcaceae.g__Romboutsia.s__Romboutsia.timonensis	Sex_Male1_Female2	Female	0.092779582	0.092779582	0.23538279	146	80	0.694076828	0.926725666	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__Agathobaculum.s__Agathobaculum.hominis	Age	Age	-0.092607022	0.092607022	0.096122606	146	42	0.337043684	0.774154752	1	0.692394217	0.159646568
d__Bacteria.p__Bacillota_C.c__Negativicutes.o__Veillonellales.f__Dialisteraceae.g__Dialister.s__Dialister.invisus	Sex_Male1_Female2	Female	-0.092329548	0.092329548	0.319991279	146	43	0.773374482	0.951477516	1	0.948357917	0.023027726
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Mediterraneibacter.s__Mediterraneibacter.sp900541505	Age	Age	0.091996591	0.091996591	0.054833265	146	22	0.095692316	0.514948577	1	0.483634137	0.315483053
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__RF32.f__CAG.239.g__Scatacola_A.s__Scatacola_A.faecigallinarum	BMI	BMI	-0.091709473	0.091709473	0.114832481	146	26	0.425893361	0.817970668	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.schinkii_B	Sex_Male1_Female2	Female	-0.091647013	0.091647013	0.168794431	146	19	0.58805265	0.875350014	1	0.939697107	0.02701211
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.eggerthii	BMI	BMI	-0.091166554	0.091166554	0.127760445	146	27	0.476713283	0.841515665	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Vescimonas.s__Vescimonas.sp900545585	Sex_Male1_Female2	Female	0.091107404	0.091107404	0.124499909	146	17	0.465557752	0.832111062	1	0.939697107	0.02701211
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.salyersiae	Group	PD	-0.09107096	0.09107096	0.121256388	146	18	0.453913482	0.828256066	1	0.719337468	0.143067318
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__UMGS416.g__Parachristensenella.s__Parachristensenella.sp900542005	Age	Age	0.091054172	0.091054172	0.045181716	146	17	0.045845175	0.408240364	1	0.393851884	0.404667072
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.eggerthii	Sex_Male1_Female2	Female	0.090976509	0.090976509	0.262069042	146	27	0.729017419	0.944435075	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Zongyangia.s__Zongyangia.gallinarum	Group	PD	0.090946778	0.090946778	0.134482402	146	23	0.500015994	0.846790416	1	0.75086155	0.124440134
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__Hominibacterium.s__Hominibacterium.hominis	Sex_Male1_Female2	Female	-0.090756676	0.090756676	0.160957206	146	42	0.5737808	0.872786714	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Choladousia.s__Choladousia.sp902363665	Age	Age	0.090356537	0.090356537	0.103951668	146	61	0.38625998	0.789371308	1	0.70468894	0.152002545
d__Bacteria.p__Bacillota_A.c__Clostridia.o__TANB77.f__CAG.508.g__CAG.245.s__CAG.245.sp000435175	Group	PD	-0.090124831	0.090124831	0.148576871	146	30	0.54513612	0.862388588	1	0.757784046	0.120454542
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__CAG.138.g__PeH17.s__PeH17.sp000435055	Sex_Male1_Female2	Female	0.090103549	0.090103549	0.283353041	146	52	0.750979962	0.944435075	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium.saudiense	BMI	BMI	0.090067888	0.090067888	0.072011197	146	30	0.213173813	0.669360918	1	0.868151148	0.061404656
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Gemmiger.s__Gemmiger.sp900540775	BMI	BMI	0.089942802	0.089942802	0.128154509	146	33	0.48398392	0.841515665	2	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Pullichristensenella.s__Pullichristensenella.sp946496415	Sex_Male1_Female2	Female	-0.089071707	0.089071707	0.13233008	146	33	0.502024267	0.846790416	1	0.939697107	0.02701211
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Acetatifactor.s__Acetatifactor.intestinalis	Age	Age	-0.089009158	0.089009158	0.128785987	146	50	0.490655549	0.843504431	1	0.79128719	0.101665865
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__Erysipelotrichales.f__Coprobacillaceae.g__Thomasclavelia.s__Thomasclavelia.spiroformis	Sex_Male1_Female2	Female	-0.088795368	0.088795368	0.126470733	146	21	0.483815362	0.841515665	1	0.939697107	0.02701211
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Phocaeicola.s__Phocaeicola.massiliensis	BMI	BMI	0.088738086	0.088738086	0.104403489	146	34	0.396844884	0.795946936	1	0.890037633	0.05059163
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium.prausnitzii_D	BMI	BMI	0.088376254	0.088376254	0.143691783	146	107	0.539555767	0.859611744	2	0.890037633	0.05059163
