ID	PD_9P_metaphlan4	PD_8P_metaphlan4	PD_84P_metaphlan4	PD_83P_metaphlan4	PD_82P_metaphlan4	PD_7P_metaphlan4	PD_79S_metaphlan4	PD_78P_metaphlan4	PD_77P_metaphlan4	PD_76P_metaphlan4	PD_75P_metaphlan4	PD_74P_metaphlan4	PD_73P_metaphlan4	PD_70P_metaphlan4	PD_6P_metaphlan4	PD_66P_metaphlan4	PD_65P_metaphlan4	PD_64P_metaphlan4	PD_63P_metaphlan4	PD_60P_metaphlan4	PD_5P_metaphlan4	PD_59P_metaphlan4	PD_58P_metaphlan4	PD_57P_metaphlan4	PD_56P_metaphlan4	PD_55P_metaphlan4	PD_54P_metaphlan4	PD_53P_metaphlan4	PD_52P_metaphlan4	PD_51P_metaphlan4	PD_50P_metaphlan4	PD_4P_metaphlan4	PD_48P_metaphlan4	PD_47P_metaphlan4	PD_46P_metaphlan4	PD_45P_metaphlan4	PD_44P_metaphlan4	PD_43P_metaphlan4	PD_42P_metaphlan4	PD_41P_metaphlan4	PD_40P_metaphlan4	PD_3P_metaphlan4	PD_39P_metaphlan4	PD_38P_metaphlan4	PD_35P_metaphlan4	PD_34P_metaphlan4	PD_33P_metaphlan4	PD_32P_metaphlan4	PD_31P_metaphlan4	PD_30P_metaphlan4	PD_2P_metaphlan4	PD_29P_metaphlan4	PD_28P_metaphlan4	PD_27P_metaphlan4	PD_25P_metaphlan4	PD_232S_metaphlan4	PD_231P_metaphlan4	PD_230S_metaphlan4	PD_229P_metaphlan4	PD_228S_metaphlan4	PD_227P_metaphlan4	PD_226S_metaphlan4	PD_225P_metaphlan4	PD_224S_metaphlan4	PD_223P_metaphlan4	PD_222S_metaphlan4	PD_221P_metaphlan4	PD_217P_metaphlan4	PD_216S_metaphlan4	PD_215S_metaphlan4	PD_214S_metaphlan4	PD_213S_metaphlan4	PD_212S_metaphlan4	PD_211P_metaphlan4	PD_210S_metaphlan4	PD_209P_metaphlan4	PD_208S_metaphlan4	PD_207P_metaphlan4	PD_206S_metaphlan4	PD_205P_metaphlan4	PD_204_metaphlan4	PD_203_metaphlan4	PD_200S_metaphlan4	PD_1P_metaphlan4	PD_198_metaphlan4	PD_197_metaphlan4	PD_196_metaphlan4	PD_195_metaphlan4	PD_194S_metaphlan4	PD_193P_metaphlan4	PD_191P_metaphlan4	PD_190S_metaphlan4	PD_189P_metaphlan4	PD_188S_metaphlan4	PD_184S_metaphlan4	PD_183P_metaphlan4	PD_182S_metaphlan4	PD_181P_metaphlan4	PD_180S_metaphlan4	PD_179P_metaphlan4	PD_178S_metaphlan4	PD_177P_metaphlan4	PD_176S_metaphlan4	PD_175P_metaphlan4	PD_174S_metaphlan4	PD_173P_metaphlan4	PD_172S_metaphlan4	PD_171P_metaphlan4	PD_170S_metaphlan4	PD_16P_metaphlan4	PD_169P_metaphlan4	PD_167P_metaphlan4	PD_166_metaphlan4	PD_165S_metaphlan4	PD_164P_metaphlan4	PD_163S_metaphlan4	PD_162P_metaphlan4	PD_161S_metaphlan4	PD_160P_metaphlan4	PD_15P_metaphlan4	PD_159S_metaphlan4	PD_158P_metaphlan4	PD_157S_metaphlan4	PD_156P_metaphlan4	PD_153S_metaphlan4	PD_152P_metaphlan4	PD_151S_metaphlan4	PD_150P_metaphlan4	PD_14P_metaphlan4	PD_149S_metaphlan4	PD_148P_metaphlan4	PD_147_metaphlan4	PD_146S_metaphlan4	PD_145P_metaphlan4	PD_142S_metaphlan4	PD_141P_metaphlan4	PD_140S_metaphlan4	PD_13P_metaphlan4	PD_138S_metaphlan4	PD_137P_metaphlan4	PD_134S_metaphlan4	PD_131P_metaphlan4	PD_130S_metaphlan4	PD_12P_metaphlan4	PD_129P_metaphlan4	PD_128S_metaphlan4	PD_127S_metaphlan4	PD_126P_metaphlan4	PD_123P_metaphlan4	PD_122S_metaphlan4	PD_121S_metaphlan4	PD_120S_metaphlan4	PD_11P_metaphlan4	PD_119P_metaphlan4	PD_118_metaphlan4	PD_117_metaphlan4	PD_116P_metaphlan4	PD_115S_metaphlan4	PD_114P_metaphlan4	PD_113P_metaphlan4	PD_112S_metaphlan4	PD_111P_metaphlan4	PD_110S_metaphlan4	PD_10P_metaphlan4	PD_109S_metaphlan4	PD_108S_metaphlan4	PD_105P_metaphlan4	PD_104P_metaphlan4	PD_100P_metaphlan4
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hominilimicola|s__Hominilimicola_fabiformis	0.001674379	0	0	0	0.002748683	0.003709145	0.004008012	0	0.00656069	0	0.004426118	0	0	0.005492727	0.00236708	0.004825818	0	0.002962513	0.005117754	0	0.003290614	0.005740167	0	0.006524106	0.005668655	0.002867974	0.00176448	0.005000973	0.00502152	0.011034731	0	0.007627227	0.001593847	0	0.002627966	0.005604801	0.006434394	0.003346226	0	0.002919443	0	0.009443586	0	0.010945715	0.00155994	0.001627478	0.006563721	0.001752009	0.007230832	0.003212551	0.002004462	0	0	0.002958275	0.003584637	0.003472857	0.003183423	0.003595699	0	0.005546948	0.008408803	0.006009441	0.00470091	0.00315471	0	0.00209967	0.001875541	0	0	0.0073563	0.004715317	0.004465575	0	0	0.004903189	0.004130985	0.005339046	0.00538399	0.002654871	0.005829884	0	0.00195167	0.007636364	0.002736405	0.003220407	0.001071426	0.005743972	0	0.002241406	0.007032055	0	0.002724509	0	0.002952827	0.00793947	0.00587413	0	0	0.006307237	0.003323679	0.003923772	0.00521421	0.002069596	0.002488338	0.002847581	0.003092066	0.002538505	0.002804109	0.006541935	0.00541898	0.001129966	0	0.004274595	0.002809137	0.002670282	0.020716519	0.001565971	0	0.003864317	0.0065919	0.004708107	0.010283491	0.001265409	0.003653336	0.016912827	0.00206127	0.005417314	0.002036293	0.005314476	0	0.00135107	0.013614818	0.005235334	0.007372264	0.005664787	0	0.002609268	0.001918557	0	0.009057636	0.005880214	0	0.001719486	0	0	0.002756551	0.001866976	0.001719435	0.001483378	0.001513784	0.001824201	0.004686963	0.007472763	0.002697153	0.001948073	0.002038403	0.005097566	0.003888773	0	0	0	0.002555013	0.005344651	0	0.00939586	0.001856779	0.002205754	0.003550191	0.003915071
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	0	0.002771179	0.002374066	0	0.005659014	0	0.004445789	0.004851066	0.005432322	0.009311876	0.005220795	0.002062017	0.007235522	0.00556307	0.002685232	0.004571386	0.003632481	0.001979747	0.035199388	0.007013854	0.002742923	0.003453001	0.00225227	0.002891003	0.002313223	0.003377165	0	0.002299865	0.002868469	0.004655963	0	0.002320241	0	0.021194999	0.003699246	0.00248497	0.002421025	0.004486856	0.002584429	0.003357267	0.01683754	0.0020132	0.003361364	0.006399494	0.002043203	0.004323554	0.006812681	0.006512181	0	0.002283413	0.003518661	0.003502995	0	0.003073897	0	0.003390185	0.004646569	0	0	0.003100344	0.001916762	0.003619735	0.002421643	0	0.001286297	0.002255167	0.002143602	0	0	0.002695485	0	0.003219031	0	0	0.002285077	0.003955458	0.005927138	0.026242347	0.001525579	0	0.001502472	0.005433941	0.002211566	0.003001951	0.002004111	0.003397229	0.004307918	0.002048086	0.003733038	0.001392163	0	0.0027636	0.002064324	0.003548093	0.001583446	0.004785013	0	0.001789174	0.002130543	0.001607123	0.001315527	0	0.005277419	0.002129692	0.002524424	0.0030079	0.002531099	0.002241619	0.002007911	0.008824987	0.001860653	0	0.00182216	0.002578257	0.002328928	0.001453646	0.001689371	0	0.001669502	0.006969515	0.003061025	0.005104706	0.004682185	0.002850926	0.005523996	0.003567052	0.002992466	0	0.018013688	0.00351282	0.00305411	0.00183461	0.002710503	0.00109299	0.001661384	0.004739877	0.001347649	0.008048826	0.001755244	0	0.000933211	0	0	0	0	0.00224042	0	0.003272114	0.007408763	0.010407995	0.004226154	0.001747874	0.002582721	0.004628801	0.00649208	0.007478346	0	0	0.003518375	0.016353493	0	0.006109546	0.001607166	0.00241512	0	0.002672858	0.003386318	0.004712155	0.004654004
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_caecimuris	0.001573883	0.007612249	0	0	0	0.004654004	0	0	0	0.011516654	0	0	0	0.00535589	0	0	0	0	0.00210421	0	0	0	0	0.074568335	0	0	0	0	0	0.003617219	0	0	0	0.001943123	0	0	0	0	0	0.001946985	0.010856743	0	0	0.007755655	0	0	0	0	0	0	0	0	0	0	0.023661098	0	0.001347189	0.001564019	0	0	0.002298671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00151369	0.001787867	0	0.020950562	0	0	0	0	0	0	0.002434814	0	0	0	0	0	0	0	0	0.000865863	0	0	0.002100483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001135397	0	0	0	0	0	0	0	0	0	0.005826087	0	0.001815716	0.004085208	0.015757606	0.004104564	0	0.001331207	0	0	0.002861402	0.016619459	0.132908762	0	0.068027311	0	0	0.009228445	0.050211886	0	0.002915391	0	0	0.036498869	0.001513883	0.006699576	0.001669458	0	0	0	0.002136746	0.001343899	0	0	0	0.017424574	0.001872584	0	0	0	0	0	0.001730986	0	0	0.002966523
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis	0	0	0.004259612	0	0	0	0	0	0	0.014745268	0	0	0	0	0	0.009069238	0.011146831	0	0	0	0	0	0	0	0.002750872	0	0	0	0	0	0	0	0	0	0.013183347	0.024498458	0	0	0.003205608	0.012976988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003046291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004466022	0.002637935	0	0	0	0	0	0	0.022638076	0.088204723	0.055122748	0	0.003108967	0	0	0	0	0	0	0	0.200695332	0.001665363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004024578	0.003121307	0	0.026549808	0	0	0	0	0	0.022543484	0.004208338	0	0	0.013199171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030815077	0	0	0.006275778	0	0	0	0	0	0.005694646	0	0.004646776	0.005539476	0.00484101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Evtepia|s__Evtepia_gabavorous	0.006479494	0	0	0	0.005991897	0	0	0.012298079	0.00423493	0	0.005037169	0.017427828	0	0	0.004970689	0.008225139	0.009973618	0	0	0.009758051	0	0.006686518	0	0.009532979	0.006801745	0	0.004734348	0	0.005810549	0	0.022958993	0	0.01095658	0.005805782	0	0.00674724	0.011583906	0.005590439	0.011686786	0.006338797	0.015363776	0.005778625	0	0	0	0	0.0079598	0	0	0.00365074	0.005332983	0	0.013673923	0	0	0.00650007	0.009866801	0.004190149	0.005635476	0.002390124	0.003585037	0.001799608	0	0	0.005110026	0.00534773	0	0	0	0	0	0.003196594	0	0	0	0.006931523	0.003107057	0.005334331	0	0	0.003206822	0	0	0.007715102	0.003279629	0.011693637	0.002169634	0	0.010758233	0.003012804	0	0.006168967	0.018684749	0	0.001475122	0	0	0	0.007520557	0.001678262	0	0.002827798	0.004025974	0	0	0.012601137	0	0	0	0.015915851	0.005716376	0.002344555	0	0	0	0.002212118	0.004185033	0	0.003709126	0	0.00370105	0.005308229	0	0.004781262	0.007468052	0	0.009201777	0.00477348	0	0	0	0	0	0	0	0.01297824	0	0	0	0	0.002721736	0	0.003283176	0.009752109	0.008804282	0.003555623	0	0.012785166	0.003729733	0.008157938	0	0.007743883	0	0.005797168	0	0.011188253	0.006527196	0	0.005538139	0.001942502	0	0	0.002148727	0.003745794	0.002774356	0.007347999	0	0.004512277	0.007530349
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_glucerasea	0	0	0	0	0.0065971	0	0.007916668	0.005253045	0	0	0.008368936	0.006840836	0	0.006553826	0.010131732	0.00787928	0.003544531	0.006111608	0	0.007026817	0.007893285	0.002687383	0.005762478	0	0.001200448	0.009080937	0.002105184	0.002526438	0.003631778	0	0	0.008497478	0.004082379	0	0	0	0.003043811	0.004649489	0.002867863	0.009681577	0	0	0.008907924	0.00194706	0.002330229	0.008572272	0	0.007229539	0.004640813	0.005987746	0.007163815	0.00309839	0	0.006980202	0	0.003335723	0.001461437	0.002025851	0.001350995	0.00954834	0.00209122	0.002463141	0.001635072	0.006013256	0.005905921	0.003455023	0.004957061	0	0	0.009503954	0.003417688	0.038090445	0	0	0	0.003063093	0	0.003312586	0.004092598	0	0.001712471	0.006416179	0	0	0.002372501	0.003507086	0.007400211	0.006271177	0.005892718	0.001847109	0	0.004242896	0.001569527	0.00147532	0.002334268	0.001265312	0	0.017282607	0.023985408	0	0.005857864	0.00171335	0.001461099	0.001760159	0.005621777	0.00138069	0.025055099	0.004608236	0.004363762	0.004299102	0.003019475	0	0.006000782	0	0.003276211	0.006635115	0.036458122	0	0.004033756	0.003942129	0.008654669	0.002633917	0.001359131	0.003407372	0.017612799	0	0	0	0.002454156	0	0.001936842	0.006442575	0.003500951	0.003484737	0	0	0.003907787	0.002145604	0	0	0.001713242	0	0.003730425	0	0	0.004090371	0	0	0	0	0	0.003265047	0	0	0.003948971	0.005433554	0.005141619	0	0	0.003512614	0	0.001503484	0.001894569	0.003068997	0.001489366	0	0	0.005359102	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium	0	0.003904314	0.008004298	0	0.002924492	0	0.006449897	0.016452278	0	0	0.005462684	0.0089868	0.009849036	0.003845784	0.006354116	0.007807144	0.008750858	0.016640928	0.002198438	0.004104273	0.003259559	0.002608671	0	0.0024544	0.00492237	0.005779917	0.001794191	0.002776475	0.006361006	0	0	0.011769573	0	0	0.002141753	0.007224035	0.006779465	0.009645281	0.002831161	0.002556812	0	0.001946917	0	0.008811523	0.005918522	0.004947716	0.004539172	0	0.011864555	0.015444348	0.007290309	0.005414306	0	0.006824058	0	0.005848318	0	0.001421928	0	0.004835497	0	0.003210908	0.015403507	0.002043037	0.004152394	0.006810397	0.003881262	0	0	0.005286416	0.002197261	0.002606694	0	0	0.001404938	0.004952523	0.001101681	0.001610493	0.005196596	0	0	0.004036942	0.002295636	0	0.002526998	0.003917649	0	0.00154117	0.002426227	0.002378662	0	0.007031736	0.007288735	0.00691726	0.002150657	0.001791649	0	0.009914089	0.007521843	0.00336421	0.003320661	0.001997782	0.005992215	0.002835481	0.002206739	0.007641782	0.011420976	0.003934551	0.006411794	0.012454521	0.003627669	0	0.004787154	0	0.001981834	0.00451299	0.009903007	0	0.005845058	0.004261153	0.002518162	0.001382455	0.001579441	0	0.008149545	0.00180411	0	0	0.005856571	0	0.006521422	0.006003961	0.003850492	0.008607234	0.001742592	0	0.002596294	0	0	0.005846083	0.004321696	0	0	0	0.003297421	0.005375884	0.002037595	0	0.001766955	0.002258992	0.003398078	0.007538484	0.004715709	0.00188654	0.00377438	0.0046136	0.004871236	0	0	0	0	0	0.003097978	0.007586543	0.00129827	0.003713284	0.00240774	0.001530288	0.008567397
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens	0	0.002427981	0.002378152	0	0.008880225	0.013655833	0.001881809	0.002319063	0.002193342	0.009672485	0.005627446	0	0.005644114	0.006260904	0.003796383	0.009897679	0	0.005013102	0.003990091	0	0.002780094	0.004857088	0	0.018224828	0.003392497	0.002461948	0	0.004333102	0.005152483	0.00676548	0	0.002645617	0.004032232	0	0	0.005387243	0.00205258	0.006390104	0	0.002039885	0.002737689	0.007775427	0	0.006352381	0.012627258	0.002211435	0.004218494	0.005203566	0.002499919	0.00561648	0.004370564	0	0	0.003927917	0.003365798	0.010366718	0.003947262	0.006510091	0.009262278	0.002691295	0.004002002	0.005679603	0.009879493	0.006196017	0.001445614	0.003542627	0.002695868	0	0	0.005761103	0.002903504	0.005142809	0	0	0.003271632	0	0.005561003	0.00173981	0.005530733	0	0.001883378	0.001716193	0.00504663	0	0.004193201	0.001823334	0.002306342	0	0.007319247	0.00479504	0	0.002799305	0	0.005316765	0.00683948	0	0	0	0.001812264	0.005101731	0.008384723	0.008989551	0.004607675	0.002192547	0.004187042	0.003739178	0.010155554	0.004906319	0.004729741	0.004468528	0.003977333	0	0.004196444	0.001794994	0.00254027	0.009474431	0.006539019	0	0.005348413	0.006387831	0.005759577	0.004056508	0	0.002269424	0.006532703	0.002279801	0.006815933	0	0.003073958	0	0.002071203	0.006535202	0.00298581	0.003153121	0.00273939	0	0.005975252	0	0	0.006328892	0.005646882	0	0.011986447	0.002157619	0	0.003348754	0	0	0	0	0.001056409	0.00610615	0.004069724	0.003124458	0.003377191	0	0.007032696	0.007811031	0.010257832	0.006836755	0	0.003210095	0.008719665	0	0.009313076	0.005698731	0.002517056	0.004352247	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15106	0	0	0.013755874	0	0	0	0	0.015140801	0.034792167	0	0.007875606	0	0	0	0.009731658	0.019835341	0.002933389	0.010846079	0	0.027600035	0.001592961	0.014146525	0.006340298	0	0.001082125	0	0	0.013285367	0.012474868	0	0	0.004556297	0	0	0.002378681	0.028931593	0.002474146	0	0	0.001866963	0	0	0.004344428	0	0.001063894	0.011474544	0.083518232	0.007763671	0	0.016200765	0.004722883	0	0	0.005836766	0	0	0.001437505	0	0	0.003542943	0	0	0	0	0.014033983	0	0.00246572	0	0	0	0.002897038	0.00330665	0	0	0	0.002701595	0	0	0	0	0	0	0.003482049	0.010834394	0	0	0	0.002087871	0	0.001691046	0	0.009867208	0	0.002877212	0	0	0	0.022322174	0	0	0.000827579	0.001499135	0.001315784	0	0	0	0.006219338	0.00207627	0.011704411	0.00787006	0.007236788	0	0.002717789	0.001082215	0	0	0	0	0.001715681	0	0	0	0	0	0	0.004460765	0	0	0	0.003433656	0	0.003422167	0.002403184	0	0	0	0	0	0	0.014725826	0	0	0	0.022864355	0	0.005370588	0	0.007661154	0	0	0.006817371	0	0.048728518	0	0.008508926	0.001534759	0	0	0	0	0	0	0	0.006005058	0	0	0	0.002716542	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	0	0	0.008589327	0	0	0	0.01532816	0	0.008837497	0	0	0.005268548	0.013929767	0	0.003421035	0	0.00201952	0.002682754	0	0	0.002324391	0.006952017	0.00971095	0	0	0	0	0.002721254	0.009999288	0	0	0.003496243	0	0	0.004634869	0.004239097	0.002285461	0.004710712	0.002604583	0.013661088	0	0	0.016368681	0	0	0	0.013246412	0.002974549	0	0.002266752	0.009178131	0.003192201	0.015751624	0.003623733	0.004989279	0.001937808	0	0	0	0.002935832	0.003441924	0.016914927	0.002071708	0.002583864	0.001618534	0.0019132	0	0	0	0	0.001694677	0.009889133	0	0	0.003076304	0.003314937	0	0	0.019118012	0	0	0.005379468	0.002426828	0.006577796	0.002190135	0.009291724	0	0.010986965	0.003281868	0.003989581	0	0.005948427	0.004701236	0.027674325	0.002208914	0	0	0.001225745	0	0.001072533	0.004713711	0.002768283	0.00141163	0.002569475	0.015911791	0.015372176	0.005733089	0.010019249	0.001473187	0.009273873	0.015736193	0	0.001445629	0.011941952	0.010085885	0.00426035	0.003145355	0	0.004724217	0	0.001329935	0	0.016755226	0	0.010730857	0.003731177	0	0.005998839	0	0.006844321	0.003298919	0.009115175	0	0	0	0.001547218	0.001096686	0	0	0	0.001539519	0	0.004788023	0	0	0.002317454	0	0	0	0.002179265	0.019948359	0.015959835	0.004043341	0.007333287	0.017643289	0.002082776	0.002136092	0	0	0.002394688	0	0.002682142	0.006278352	0.007471615	0.001066742	0.001411097	0	0.002240104	0.005071317
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	0	0	0.015971187	0	0	0	0.00896717	0.008907796	0.011327984	0	0	0.005172778	0	0	0.006905224	0	0	0.003513233	0	0	0.004122972	0.013877999	0	0	0	0.003676834	0	0.009664218	0	0.004472492	0	0	0	0.01140617	0.003282338	0.002902446	0.002824954	0.008446253	0.009637191	0.030618967	0	0.021653041	0.00379694	0	0	0.006165985	0.003843654	0	0	0.004841736	0.004231554	0	0	0.010939637	0.00701227	0	0.002006324	0	0	0.018365069	0.010263701	0	0.002794223	0	0.002852148	0	0	0	0	0	0.00269262	0	0	0	0.008335142	0	0	0	0	0.008620135	0	0.003337774	0	0.031282311	0	0.001435892	0.005521698	0.00954866	0.003004635	0.004867791	0	0.004368172	0.004976846	0	0.002352508	0.008141382	0	0.014733478	0	0	0.00282536	0	0.006605423	0	0	0	0.00301224	0.003803334	0	0	0	0.021697938	0	0.003828527	0.00501227	0.004778428	0.007469213	0	0.005816045	0.004291674	0.005037497	0.003262294	0	0	0	0	0	0	0.004667999	0.004503785	0.002294884	0	0	0	0	0	0.002970612	0	0.003402231	0.00372085	0.00285663	0.039089383	0.013028249	0.005685287	0.003765184	0.00300932	0	0	0	0.00321314	0	0.005697336	0	0.007362619	0.008393308	0.004125668	0.002906531	0	0.019979409	0.010559883	0	0.024355884	0.010899849	0.004561094	0	0	0.003317787	0.00727994	0.003239935
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Eubacterium_siraeum	0	0.002211824	0	0	0.00685809	0	0.012483527	0.016198984	0.027638901	0	0	0.002768116	0.014182546	0	0	0.001942629	0	0.011768608	0.005135985	0	0	0.002275057	0.001688018	0	0	0	0	0.001283364	0.004226579	0.001528658	0.019358472	0.001620166	0	0.003306781	0.006451854	0.016386551	0.003896928	0	0.002288053	0	0	0.002944856	0.004614698	0	0.001145284	0	0.087224053	0.004636014	0	0.022568941	0.004222499	0.013223777	0.011078123	0.005500705	0	0	0	0	0	0.002088954	0.009217988	0	0	0	0	0.014141253	0.002061258	0	0	0.040575338	0	0.001052419	0	0	0.022777816	0	0	0	0.01510633	0	0.002325093	0.014344802	0.001363081	0.003770055	0	0	0	0.002174248	0.001175219	0.002731019	0	0.002571378	0.001741804	0	0	0.000700796	0	0	0.010800924	0	0.009607271	0	0.001165169	0.001333522	0	0	0.001618361	0	0.006792608	0.002153517	0	0	0	0.017689848	0.005964302	0	0.003242935	0	0.017878173	0.001918822	0	0	0	0	0	0.003126181	0.006683318	0.003477824	0.001752471	0.004440739	0	0.003373541	0.018713096	0.014096197	0.006900233	0.002733025	0	0.001440947	0	0.001725651	0.000829072	0	0	0	0	0	0	0.009152103	0.001437875	0	0.004805976	0.006669012	0.001361987	0	0.00152065	0.002267175	0	0	0	0	0	0.017015148	0	0.002305432	0	0	0	0	0.002782329
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936|f__FGB14936|g__GGB3256|s__GGB3256_SGB4303	0	0	0	0	0.023205094	0	0	0	0	0	0.006205783	0	0	0.03811312	0	0	0.005984597	0.001540029	0	0.003816577	0.013951524	0	0	0	0	0	0	0.010643272	0	0	0	0.010848965	0	0	0	0	0	0	0.003539747	0	0	0.011218906	0	0	0.0185939	0	0.006136026	0	0	0	0.012225968	0	0	0.060641927	0.033187983	0.009840685	0	0	0	0	0	0	0	0.007514485	0	0.015685267	0.006093434	0	0	0	0.005900374	0	0	0	0.006330123	0.021113491	0	0	0	0	0.007763906	0	0.013053084	0	0.009838886	0	0	0	0.025722046	0	0	0.005193543	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012731755	0	0.001766809	0.011260887	0.025570475	0.001323275	0	0	0.002058067	0.010886336	0	0	0	0	0.015737327	0	0	0.021125895	0	0	0	0	0	0.026385653	0	0	0.008226737	0	0.016343008	0	0	0.024029468	0	0	0	0	0	0	0	0	0.009725926	0.008592385	0.016709517	0	0.00760191	0	0	0	0	0.002522012	0	0.032419424	0	0	0	0	0	0	0.009033127	0	0.014698463	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_luti	0	0.005208699	0.008687722	0	0.029442514	0	0.002533457	0.005495474	0.006663246	0	0.006030276	0.062825782	0.010821685	0	0	0	0.002595815	0.003888651	0	0	0.002548126	0	0	0	0.00213467	0.002076309	0.002492189	0.002039163	0.00264054	0.046125468	0	0.003503215	0.004019695	0	0	0.009341162	0.008881129	0	0.007108134	0	0	0.004528256	0	0.006635061	0	0	0	0.005434201	0.003592319	0.006732778	0.003421194	0	0	0	0	0.006705363	0.002353057	0.002536503	0	0.001899973	0	0	0	0	0	0.014875716	0	0	0	0.004558951	0.004796704	0.003643066	0	0	0	0.010818698	0	0.002031356	0.012053269	0	0	0	0.00204507	0	0	0.001747942	0.004933064	0	0.002069447	0.001580075	0	0.006789496	0.036782386	0	0.005130681	0.006554	0	0.003842279	0	0	0.004672208	0	0.00395339	0.002006651	0.003277599	0.001771932	0.002204465	0.003176372	0	0.003392583	0	0	0.004239934	0	0.007932087	0.003921569	0.006820693	0	0.005182407	0	0.001744245	0.00161024	0.005197815	0	0.006017896	0	0	0	0	0	0	0.014413711	0.004328949	0	0	0.01024209	0.003254753	0	0	0	0.009990664	0	0.004506049	0	0	0.001200775	0	0	0	0	0.001398196	0.009441896	0	0	0.015335071	0.002634937	0.005885824	0.061847109	0	0	0	0	0.002017895	0.003500222	0	0.003058176	0	0.002032128	0.05376292
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	0	0.002583874	0.009338138	0	0.004100912	0	0.004677686	0.012377544	0.005248013	0	0.006509279	0.012049085	0.00659753	0	0	0	0.009141772	0.013708421	0	0.009115334	0.008038442	0.003070646	0.002295774	0	0.010678817	0.007091826	0	0.002508189	0.007411073	0.00541792	0	0.008001925	0	0	0.00455643	0	0.013366846	0.006196389	0.006274379	0.004121161	0	0.004083675	0.005895461	0	0.011291564	0.002377626	0.004822684	0.006156805	0.003167662	0.003059546	0.005422727	0	0	0.013500617	0	0.007640677	0.010136894	0.002257276	0.005816729	0.005508628	0.002083177	0.003072216	0.003825135	0.003222792	0.001523313	0.006440115	0.005524729	0	0	0.007682009	0.004848047	0.004080024	0	0	0.00353651	0.003823444	0	0.002429502	0.003544407	0	0.004642254	0.004458393	0.005031671	0.003087555	0.004000558	0.008471317	0.002536854	0.001224102	0.005338254	0.011269392	0	0.005153836	0	0.007470802	0.002930049	0.004320436	0	0.002649259	0.005325233	0.001658835	0.004824263	0.002838312	0.004292899	0.004742508	0.00545537	0.006656626	0.00822205	0.004458814	0.005316049	0.009881813	0.003281833	0	0.00554185	0	0.003220407	0	0.006185586	0	0.021112628	0.005720376	0.004711493	0.003477818	0.006885918	0	0.006066241	0.01099767	0.004520211	0	0	0	0.002656848	0.005013087	0.005950856	0	0.005412498	0	0.004962575	0.003964894	0.003038392	0	0.007770741	0	0.004068082	0.008585402	0	0.005714996	0	0	0	0.010398201	0.001041532	0.008486345	0.008210074	0	0.004916612	0.005089964	0.00680884	0.002224598	0	0.006466798	0	0	0.00334034	0.00567239	0.004354622	0.012219427	0.003241764	0.005047298	0
