Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	per_base_sequence_quality	Total Bases	Sequence length	File type	basic_statistics	per_sequence_gc_content	sequence_length_distribution	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
PD_112S_1_bbduk_adapt_filt	fail	0.0	fail	93.1057038125	Sanger / Illumina 1.9	warn	6.5 Mbp	10-151	Conventional base calls	pass	fail	warn	70111.0	pass	fail	fail	69.0	33.802113791	PD_112S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_112S_2_bbduk_adapt_filt	fail	0.0	fail	93.1057038125	Sanger / Illumina 1.9	pass	6.5 Mbp	10-151	Conventional base calls	pass	fail	warn	70111.0	pass	fail	fail	85.0	19.7829156623	PD_112S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_113P_1_bbduk_adapt_filt	pass	0.0	pass	132.876960931	Sanger / Illumina 1.9	pass	711.1 Mbp	10-151	Conventional base calls	pass	fail	warn	5351666.0	pass	pass	pass	51.0	93.8653897321	PD_113P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_113P_2_bbduk_adapt_filt	pass	0.0	pass	132.876960931	Sanger / Illumina 1.9	pass	711.1 Mbp	10-151	Conventional base calls	pass	fail	warn	5351666.0	pass	pass	warn	51.0	93.7073207691	PD_113P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_114P_1_bbduk_adapt_filt	pass	0.0	pass	118.086240691	Sanger / Illumina 1.9	pass	450.8 Mbp	10-151	Conventional base calls	pass	pass	warn	3818186.0	pass	warn	pass	47.0	96.6933877414	PD_114P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_114P_2_bbduk_adapt_filt	pass	0.0	pass	118.086240691	Sanger / Illumina 1.9	pass	450.8 Mbp	10-151	Conventional base calls	pass	pass	warn	3818186.0	pass	warn	warn	48.0	96.3212197134	PD_114P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_115S_1_bbduk_adapt_filt	pass	0.0	pass	135.253677041	Sanger / Illumina 1.9	pass	533.7 Mbp	10-151	Conventional base calls	pass	warn	warn	3946108.0	pass	warn	pass	47.0	95.3782307055	PD_115S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_115S_2_bbduk_adapt_filt	pass	0.0	pass	135.253677041	Sanger / Illumina 1.9	pass	533.7 Mbp	10-151	Conventional base calls	pass	warn	warn	3946108.0	pass	warn	warn	47.0	95.1767872945	PD_115S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_116P_1_bbduk_adapt_filt	pass	0.0	pass	127.047200317	Sanger / Illumina 1.9	pass	782.8 Mbp	10-151	Conventional base calls	pass	warn	warn	6162162.0	pass	pass	pass	46.0	97.3525454842	PD_116P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_116P_2_bbduk_adapt_filt	pass	0.0	pass	127.047200317	Sanger / Illumina 1.9	pass	782.8 Mbp	10-151	Conventional base calls	pass	warn	warn	6162162.0	pass	pass	warn	47.0	97.1039738683	PD_116P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_117_1_bbduk_adapt_filt	pass	0.0	pass	130.772523397	Sanger / Illumina 1.9	pass	575.8 Mbp	10-151	Conventional base calls	pass	pass	warn	4403754.0	pass	warn	pass	46.0	96.9430238798	PD_117_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_117_2_bbduk_adapt_filt	pass	0.0	pass	130.772523397	Sanger / Illumina 1.9	pass	575.8 Mbp	10-151	Conventional base calls	pass	pass	warn	4403754.0	pass	warn	warn	46.0	96.6080438558	PD_117_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_118_1_bbduk_adapt_filt	pass	0.0	pass	130.932969458	Sanger / Illumina 1.9	pass	591.5 Mbp	10-151	Conventional base calls	pass	pass	warn	4518209.0	pass	warn	pass	47.0	97.4568134125	PD_118_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_118_2_bbduk_adapt_filt	pass	0.0	pass	130.932969458	Sanger / Illumina 1.9	pass	591.5 Mbp	10-151	Conventional base calls	pass	pass	warn	4518209.0	pass	warn	warn	48.0	97.0826201536	PD_118_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_119P_1_bbduk_adapt_filt	pass	0.0	pass	123.005458514	Sanger / Illumina 1.9	pass	542.8 Mbp	10-151	Conventional base calls	pass	pass	warn	4413472.0	pass	pass	pass	48.0	97.4090462305	PD_119P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_119P_2_bbduk_adapt_filt	pass	0.0	pass	123.005458514	Sanger / Illumina 1.9	pass	542.8 Mbp	10-151	Conventional base calls	pass	pass	warn	4413472.0	pass	pass	warn	49.0	97.0726444172	PD_119P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_11P_1_bbduk_adapt_filt	pass	0.0	pass	122.351318558	Sanger / Illumina 1.9	pass	546.6 Mbp	10-151	Conventional base calls	pass	warn	warn	4467760.0	pass	pass	pass	48.0	97.2167140776	PD_11P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_11P_2_bbduk_adapt_filt	pass	0.0	pass	122.351318558	Sanger / Illumina 1.9	pass	546.6 Mbp	10-151	Conventional base calls	pass	fail	warn	4467760.0	pass	pass	warn	48.0	96.7777591408	PD_11P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_120S_1_bbduk_adapt_filt	pass	0.0	pass	123.74744617	Sanger / Illumina 1.9	pass	444.4 Mbp	10-151	Conventional base calls	pass	warn	warn	3591860.0	pass	pass	pass	48.0	97.3834076039	PD_120S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_120S_2_bbduk_adapt_filt	pass	0.0	pass	123.74744617	Sanger / Illumina 1.9	pass	444.4 Mbp	10-151	Conventional base calls	pass	warn	warn	3591860.0	pass	pass	warn	49.0	97.0434159014	PD_120S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_121S_1_bbduk_adapt_filt	pass	0.0	pass	129.588472122	Sanger / Illumina 1.9	pass	803.7 Mbp	10-151	Conventional base calls	pass	warn	warn	6202321.0	pass	warn	pass	50.0	96.9682589014	PD_121S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_121S_2_bbduk_adapt_filt	pass	0.0	pass	129.588472122	Sanger / Illumina 1.9	pass	803.7 Mbp	10-151	Conventional base calls	pass	warn	warn	6202321.0	pass	warn	warn	51.0	96.6302090106	PD_121S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_122S_1_bbduk_adapt_filt	pass	0.0	pass	124.591168466	Sanger / Illumina 1.9	pass	606.3 Mbp	10-151	Conventional base calls	pass	warn	warn	4866946.0	pass	pass	pass	49.0	97.3668765785	PD_122S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_122S_2_bbduk_adapt_filt	pass	0.0	pass	124.591168466	Sanger / Illumina 1.9	pass	606.3 Mbp	10-151	Conventional base calls	pass	warn	warn	4866946.0	pass	pass	warn	49.0	97.173411813	PD_122S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_123P_1_bbduk_adapt_filt	pass	0.0	pass	130.487291535	Sanger / Illumina 1.9	pass	733.4 Mbp	10-151	Conventional base calls	pass	pass	warn	5621214.0	pass	warn	pass	46.0	95.0788867193	PD_123P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_123P_2_bbduk_adapt_filt	pass	0.0	pass	130.487291535	Sanger / Illumina 1.9	pass	733.4 Mbp	10-151	Conventional base calls	pass	warn	warn	5621214.0	pass	warn	warn	46.0	94.6779489695	PD_123P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_126P_1_bbduk_adapt_filt	pass	0.0	pass	122.902416468	Sanger / Illumina 1.9	pass	707.6 Mbp	10-151	Conventional base calls	pass	fail	warn	5757908.0	pass	warn	pass	51.0	96.3278496856	PD_126P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_126P_2_bbduk_adapt_filt	pass	0.0	pass	122.902416468	Sanger / Illumina 1.9	pass	707.6 Mbp	10-151	Conventional base calls	pass	fail	warn	5757908.0	pass	warn	warn	51.0	96.00649754	PD_126P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_127S_1_bbduk_adapt_filt	pass	0.0	pass	130.970067609	Sanger / Illumina 1.9	pass	765.2 Mbp	10-151	Conventional base calls	pass	pass	warn	5843302.0	pass	pass	pass	49.0	97.8486762465	PD_127S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_127S_2_bbduk_adapt_filt	pass	0.0	pass	130.970067609	Sanger / Illumina 1.9	pass	765.2 Mbp	10-151	Conventional base calls	pass	pass	warn	5843302.0	pass	pass	warn	49.0	97.5345761704	PD_127S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_128S_1_bbduk_adapt_filt	pass	0.0	pass	126.920526267	Sanger / Illumina 1.9	pass	674.3 Mbp	10-151	Conventional base calls	pass	pass	warn	5312812.0	pass	warn	pass	46.0	97.3835597107	PD_128S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_128S_2_bbduk_adapt_filt	pass	0.0	pass	126.920526267	Sanger / Illumina 1.9	pass	674.3 Mbp	10-151	Conventional base calls	pass	warn	warn	5312812.0	pass	warn	warn	46.0	97.1262632536	PD_128S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_129P_1_bbduk_adapt_filt	pass	0.0	pass	119.006578993	Sanger / Illumina 1.9	pass	394.4 Mbp	10-151	Conventional base calls	pass	fail	warn	3314337.0	pass	pass	pass	53.0	95.459783935	PD_129P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_129P_2_bbduk_adapt_filt	pass	0.0	pass	119.006578993	Sanger / Illumina 1.9	pass	394.4 Mbp	10-151	Conventional base calls	pass	fail	warn	3314337.0	pass	pass	warn	54.0	94.9786552666	PD_129P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_12P_1_bbduk_adapt_filt	pass	0.0	pass	119.503796737	Sanger / Illumina 1.9	pass	406.1 Mbp	10-151	Conventional base calls	pass	pass	warn	3398313.0	pass	pass	pass	49.0	97.4773126422	PD_12P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_12P_2_bbduk_adapt_filt	pass	0.0	pass	119.503796737	Sanger / Illumina 1.9	pass	406.1 Mbp	10-151	Conventional base calls	pass	pass	warn	3398313.0	pass	pass	warn	49.0	97.1071583968	PD_12P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_130S_1_bbduk_adapt_filt	pass	0.0	pass	131.706055888	Sanger / Illumina 1.9	pass	522.1 Mbp	10-151	Conventional base calls	pass	pass	warn	3964274.0	pass	warn	pass	45.0	96.9208796569	PD_130S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_130S_2_bbduk_adapt_filt	pass	0.0	pass	131.706055888	Sanger / Illumina 1.9	pass	522.1 Mbp	10-151	Conventional base calls	pass	warn	warn	3964274.0	pass	warn	warn	46.0	96.5596570992	PD_130S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_131P_1_bbduk_adapt_filt	pass	0.0	pass	119.99670955	Sanger / Illumina 1.9	pass	533.5 Mbp	10-151	Conventional base calls	pass	pass	warn	4446201.0	pass	warn	pass	47.0	93.6854145961	PD_131P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_131P_2_bbduk_adapt_filt	pass	0.0	pass	119.99670955	Sanger / Illumina 1.9	pass	533.5 Mbp	10-151	Conventional base calls	pass	pass	warn	4446201.0	pass	warn	warn	47.0	93.470588907	PD_131P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_134S_1_bbduk_adapt_filt	pass	0.0	pass	126.707148117	Sanger / Illumina 1.9	pass	855.9 Mbp	10-151	Conventional base calls	pass	pass	warn	6755234.0	pass	warn	pass	46.0	96.49466179	PD_134S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_134S_2_bbduk_adapt_filt	pass	0.0	pass	126.707148117	Sanger / Illumina 1.9	pass	855.9 Mbp	10-151	Conventional base calls	pass	warn	warn	6755234.0	pass	warn	warn	46.0	96.155027627	PD_134S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_137P_1_bbduk_adapt_filt	pass	0.0	pass	131.680007734	Sanger / Illumina 1.9	pass	679 Mbp	10-151	Conventional base calls	pass	pass	warn	5156484.0	pass	pass	pass	45.0	97.7696555517	PD_137P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_137P_2_bbduk_adapt_filt	pass	0.0	pass	131.680007734	Sanger / Illumina 1.9	pass	679 Mbp	10-151	Conventional base calls	pass	warn	warn	5156484.0	pass	pass	warn	46.0	97.4566460466	PD_137P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_138S_1_bbduk_adapt_filt	pass	0.0	pass	121.034478435	Sanger / Illumina 1.9	pass	431.5 Mbp	10-151	Conventional base calls	pass	pass	warn	3565417.0	pass	warn	pass	44.0	95.8445107543	PD_138S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_138S_2_bbduk_adapt_filt	pass	0.0	pass	121.034478435	Sanger / Illumina 1.9	pass	431.5 Mbp	10-151	Conventional base calls	pass	pass	warn	3565417.0	pass	warn	warn	45.0	95.6424509124	PD_138S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_13P_1_bbduk_adapt_filt	pass	0.0	pass	123.802283196	Sanger / Illumina 1.9	pass	549.2 Mbp	10-151	Conventional base calls	pass	warn	warn	4436588.0	pass	pass	pass	48.0	95.6261431056	PD_13P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_13P_2_bbduk_adapt_filt	pass	0.0	pass	123.802283196	Sanger / Illumina 1.9	pass	549.2 Mbp	10-151	Conventional base calls	pass	warn	warn	4436588.0	pass	pass	warn	48.0	95.2613314334	PD_13P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_140S_1_bbduk_adapt_filt	pass	0.0	pass	130.667143503	Sanger / Illumina 1.9	pass	910.1 Mbp	10-151	Conventional base calls	pass	pass	warn	6965350.0	pass	warn	pass	47.0	96.9321063255	PD_140S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_140S_2_bbduk_adapt_filt	pass	0.0	pass	130.667143503	Sanger / Illumina 1.9	pass	910.1 Mbp	10-151	Conventional base calls	pass	warn	warn	6965350.0	pass	pass	warn	47.0	96.6953243516	PD_140S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_141P_1_bbduk_adapt_filt	pass	0.0	pass	131.757230777	Sanger / Illumina 1.9	pass	864.8 Mbp	10-151	Conventional base calls	pass	warn	warn	6563748.0	pass	warn	pass	46.0	92.9188509001	PD_141P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_141P_2_bbduk_adapt_filt	pass	0.0	pass	131.757230777	Sanger / Illumina 1.9	pass	864.8 Mbp	10-151	Conventional base calls	pass	warn	warn	6563748.0	pass	warn	warn	46.0	92.7238078047	PD_141P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_142S_1_bbduk_adapt_filt	pass	0.0	pass	135.297715655	Sanger / Illumina 1.9	pass	607.2 Mbp	10-151	Conventional base calls	pass	pass	warn	4488333.0	pass	warn	pass	44.0	95.3943722951	PD_142S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_142S_2_bbduk_adapt_filt	pass	0.0	pass	135.297715655	Sanger / Illumina 1.9	pass	607.2 Mbp	10-151	Conventional base calls	pass	pass	warn	4488333.0	pass	warn	warn	44.0	95.0812913346	PD_142S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_145P_1_bbduk_adapt_filt	pass	0.0	pass	131.149536293	Sanger / Illumina 1.9	pass	883.3 Mbp	10-151	Conventional base calls	pass	pass	warn	6735074.0	pass	warn	pass	48.0	97.5749180071	PD_145P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_145P_2_bbduk_adapt_filt	pass	0.0	pass	131.149536293	Sanger / Illumina 1.9	pass	883.3 Mbp	10-151	Conventional base calls	pass	pass	warn	6735074.0	pass	warn	warn	48.0	97.2014975149	PD_145P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_146S_1_bbduk_adapt_filt	pass	0.0	pass	129.467136753	Sanger / Illumina 1.9	pass	564.7 Mbp	10-151	Conventional base calls	pass	warn	warn	4362031.0	pass	pass	pass	47.0	97.5601177154	PD_146S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_146S_2_bbduk_adapt_filt	pass	0.0	pass	129.467136753	Sanger / Illumina 1.9	pass	564.7 Mbp	10-151	Conventional base calls	pass	warn	warn	4362031.0	pass	pass	warn	48.0	97.2701752648	PD_146S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_147_1_bbduk_adapt_filt	pass	0.0	pass	134.887862482	Sanger / Illumina 1.9	pass	677.7 Mbp	10-151	Conventional base calls	pass	pass	warn	5024215.0	pass	warn	pass	46.0	97.23618835	PD_147_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_147_2_bbduk_adapt_filt	pass	0.0	pass	134.887862482	Sanger / Illumina 1.9	pass	677.7 Mbp	10-151	Conventional base calls	pass	pass	warn	5024215.0	pass	pass	warn	47.0	97.001433517	PD_147_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_148P_1_bbduk_adapt_filt	pass	0.0	pass	129.79888836	Sanger / Illumina 1.9	pass	803.2 Mbp	10-151	Conventional base calls	pass	warn	warn	6188692.0	pass	warn	pass	47.0	96.6967628387	PD_148P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_148P_2_bbduk_adapt_filt	pass	0.0	pass	129.79888836	Sanger / Illumina 1.9	pass	803.2 Mbp	10-151	Conventional base calls	pass	warn	warn	6188692.0	pass	warn	warn	48.0	96.3186939881	PD_148P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_149S_1_bbduk_adapt_filt	pass	0.0	pass	130.402149545	Sanger / Illumina 1.9	pass	567 Mbp	10-151	Conventional base calls	pass	warn	warn	4348549.0	pass	warn	pass	49.0	97.7422814038	PD_149S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_149S_2_bbduk_adapt_filt	pass	0.0	pass	130.402149545	Sanger / Illumina 1.9	pass	567 Mbp	10-151	Conventional base calls	pass	warn	warn	4348549.0	pass	pass	warn	49.0	97.3321252069	PD_149S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_14P_1_bbduk_adapt_filt	pass	0.0	pass	118.626490044	Sanger / Illumina 1.9	pass	418.8 Mbp	10-151	Conventional base calls	pass	warn	warn	3530851.0	pass	pass	pass	47.0	97.6223121569	PD_14P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_14P_2_bbduk_adapt_filt	pass	0.0	pass	118.626490044	Sanger / Illumina 1.9	pass	418.8 Mbp	10-151	Conventional base calls	pass	warn	warn	3530851.0	pass	pass	warn	48.0	97.2152799092	PD_14P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_150P_1_bbduk_adapt_filt	pass	0.0	pass	126.196473404	Sanger / Illumina 1.9	pass	584.7 Mbp	10-151	Conventional base calls	pass	warn	warn	4633874.0	pass	warn	pass	45.0	96.6657356013	PD_150P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_150P_2_bbduk_adapt_filt	pass	0.0	pass	126.196473404	Sanger / Illumina 1.9	pass	584.7 Mbp	10-151	Conventional base calls	pass	warn	warn	4633874.0	pass	warn	warn	45.0	96.4067788438	PD_150P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_151S_1_bbduk_adapt_filt	pass	0.0	pass	123.36548671	Sanger / Illumina 1.9	pass	555.8 Mbp	10-151	Conventional base calls	pass	warn	warn	4505644.0	pass	warn	pass	46.0	97.6802050791	PD_151S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_151S_2_bbduk_adapt_filt	pass	0.0	pass	123.36548671	Sanger / Illumina 1.9	pass	555.8 Mbp	10-151	Conventional base calls	pass	warn	warn	4505644.0	pass	warn	warn	46.0	97.4029259367	PD_151S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_152P_1_bbduk_adapt_filt	pass	0.0	pass	132.371077357	Sanger / Illumina 1.9	pass	550.9 Mbp	10-151	Conventional base calls	pass	warn	warn	4162213.0	pass	warn	pass	49.0	97.6459226518	PD_152P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_152P_2_bbduk_adapt_filt	pass	0.0	pass	132.371077357	Sanger / Illumina 1.9	pass	550.9 Mbp	10-151	Conventional base calls	pass	warn	warn	4162213.0	pass	warn	warn	49.0	97.1274218996	PD_152P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_153S_1_bbduk_adapt_filt	pass	0.0	pass	123.418859438	Sanger / Illumina 1.9	pass	748.4 Mbp	10-151	Conventional base calls	pass	pass	warn	6064168.0	pass	warn	pass	50.0	96.9555501142	PD_153S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_153S_2_bbduk_adapt_filt	pass	0.0	pass	123.418859438	Sanger / Illumina 1.9	pass	748.4 Mbp	10-151	Conventional base calls	pass	pass	warn	6064168.0	pass	pass	warn	51.0	96.653587944	PD_153S_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_156P_1_bbduk_adapt_filt	pass	0.0	pass	124.214728956	Sanger / Illumina 1.9	pass	491.6 Mbp	10-151	Conventional base calls	pass	pass	warn	3958013.0	pass	pass	pass	44.0	94.4193444866	PD_156P_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_156P_2_bbduk_adapt_filt	pass	0.0	pass	124.214728956	Sanger / Illumina 1.9	pass	491.6 Mbp	10-151	Conventional base calls	pass	warn	warn	3958013.0	pass	pass	warn	45.0	94.0788388767	PD_156P_2_bbduk_adapt_filt.fastq.gz	fail	pass
PD_157S_1_bbduk_adapt_filt	pass	0.0	pass	123.424079374	Sanger / Illumina 1.9	pass	649.4 Mbp	10-151	Conventional base calls	pass	pass	warn	5261640.0	pass	pass	pass	47.0	96.3462220479	PD_157S_1_bbduk_adapt_filt.fastq.gz	fail	pass
PD_157S_2_bbduk_adapt_filt	pass	0.0	pass	123.424079374	Sanger / Illumina 1.9	pass	649.4 Mbp	10-151	Conventional base calls	pass	pass	warn	5261640.0	pass	pass	warn	47.0	96.0838893607	PD_157S_2_bbduk_adapt_filt.fastq.gz	fail	pass
